uni_slug,university,dept_name,mean_recs,n_audit_files,rank,score,snapshot_count,year_min,year_max,suggested_url,test_parse_recs
university_of_denver,University of Denver,Computer Science (Ritchie School),18.5,112,3,71.8,20,2022,2026,https://www.du.edu/4D-experience/faculty-staff,
university_of_denver,University of Denver,Computer Science (Ritchie School),18.5,112,4,71.7,19,2021,2025,https://www.du.edu/about/directory/aj-lee,
university_of_denver,University of Denver,Computer Science (Ritchie School),18.5,112,5,70.9,5,2024,2025,https://www.du.edu/about/directory/tamra-pearson-destree-professor-faculty-coordinator-conflict-engagement-resolution-initiative,
university_of_denver,University of Denver,Computer Science (Ritchie School),18.5,112,6,70.5,28,2023,2024,https://www.du.edu/4D-experience/faculty-staff-old,
university_of_denver,University of Denver,Computer Science (Ritchie School),18.5,112,7,68.7,11,2020,2022,https://www.du.edu/about/directory/afton-kortz,
university_of_denver,University of Denver,Computer Science (Ritchie School),18.5,112,8,66.8,7,2021,2022,https://www.du.edu/about/directory/amy-folse,
university_of_kentucky,University of Kentucky,Computer Science,18.7,440,1,81.1,32,2016,2024,http://www.uky.edu:80/breathe/about-us/faculty-directory,
university_of_kentucky,University of Kentucky,Computer Science,18.7,440,2,80.7,28,2016,2024,http://www.uky.edu:80/breathe/about-us/staff-directory,
university_of_kentucky,University of Kentucky,Computer Science,18.7,440,3,68.9,9,2011,2014,http://www.uky.edu:80/AE/about/staff.html,
university_of_kentucky,University of Kentucky,Computer Science,18.7,440,4,68.2,2,2021,2021,https://www.uky.edu/auxserv/department-faculty-and-staff-services,
university_of_kentucky,University of Kentucky,Computer Science,18.7,440,5,66.7,5,2019,2021,https://www.uky.edu/acadcoach/faculty-and-staff,
university_of_kentucky,University of Kentucky,Computer Science,18.7,440,6,65.4,4,2015,2016,http://www.uky.edu:80/academy/first-gen-students-network-with-faculty-staff,
university_of_kentucky,University of Kentucky,Computer Science,18.7,440,7,64.0,3,2012,2012,http://www.uky.edu/AE/about/FAQ_faculty.html,
university_of_kentucky,University of Kentucky,Computer Science,18.7,440,8,62.0,1,2019,2019,http://www.uky.edu/about-us/faculty/chongsuk-ryou-phd,
kent_state_university,Kent State University,Computer Science,19.2,212,1,84.7,11,2019,2025,https://www.kent.edu/cs/faculty-staff-directory,
kent_state_university,Kent State University,Computer Science,19.2,212,2,77.4,6,2020,2025,https://www.kent.edu/cae/college-aeronautics-and-engineering-faculty-and-staff-use-their-talents-respond-covid-19,
kent_state_university,Kent State University,Computer Science,19.2,212,3,76.9,2,2020,2021,https://www.kent.edu/cs/faculty-staff-directory?page=2,
kent_state_university,Kent State University,Computer Science,19.2,212,4,75.4,9,2015,2016,http://www.kent.edu/cs/faculty-staff?profile_type=All&expertise=&title=&page=1,
kent_state_university,Kent State University,Computer Science,19.2,212,5,75.4,9,2015,2016,http://www.kent.edu/cs/faculty-staff?profile_type=All&expertise=&title=&page=2,
kent_state_university,Kent State University,Computer Science,19.2,212,6,75.0,1,0,0,https://www.kent.edu/cs/faculty-staff-directory?page=1,
kent_state_university,Kent State University,Computer Science,19.2,212,7,74.8,7,2015,2016,http://www.kent.edu/cs/faculty-staff?profile_type=All&expertise=&title=,
kent_state_university,Kent State University,Computer Science,19.2,212,8,72.7,4,2017,2017,http://www.kent.edu:80/cae/college-aeronautics-and-engineering-faculty-and-staff,
university_of_nebraska_lincoln,University of Nebraska-Lincoln,Computer Science and Engineering,19.8,356,1,82.9,46,2015,2024,http://www.unl.edu:80/about_myred/facultystaffadvisor-information,
university_of_nebraska_lincoln,University of Nebraska-Lincoln,Computer Science and Engineering,19.8,356,2,78.2,11,2002,2006,http://www.unl.edu:80/cs/faculty_staff/gradstud.html,
university_of_nebraska_lincoln,University of Nebraska-Lincoln,Computer Science and Engineering,19.8,356,3,76.9,35,2024,2026,https://www.unl.edu/about/faculty-staff-services/,
university_of_nebraska_lincoln,University of Nebraska-Lincoln,Computer Science and Engineering,19.8,356,4,76.3,7,2007,2010,http://www.unl.edu:80/cs/faculty/staff.shtml,
university_of_nebraska_lincoln,University of Nebraska-Lincoln,Computer Science and Engineering,19.8,356,5,73.9,5,2001,2002,http://www.unl.edu:80/cs/people/faculty.html,
university_of_nebraska_lincoln,University of Nebraska-Lincoln,Computer Science and Engineering,19.8,356,6,71.4,12,2002,2006,http://www.unl.edu:80/cs/faculty_staff/faculty/dob.html,
university_of_nebraska_lincoln,University of Nebraska-Lincoln,Computer Science and Engineering,19.8,356,7,70.4,11,2003,2006,http://www.unl.edu:80/cs/faculty_staff/faculty/kkrone.html,
university_of_nebraska_lincoln,University of Nebraska-Lincoln,Computer Science and Engineering,19.8,356,8,70.0,1,0,0,http://www.unl.edu:80/cs/faculty_staff/faculty.html,
