rated_ofcr,rater,snr_rater,rtr_rater_box,snr_rater_box,oer_id,eval_strt_dt,eval_thru_dt
821,RTR_02_08_3,SNR_02_08,70,50,1261,2012-09-30,2013-10-01
113,RTR_02_08_4,SNR_02_08,70,30,1270,2012-09-30,2013-10-01
163,RTR_02_08_4,SNR_02_08,50,50,1269,2012-09-30,2013-10-01
169,RTR_02_08_4,SNR_02_08,70,50,1271,2012-09-30,2013-10-01
286,RTR_02_08_4,SNR_02_08,50,50,1272,2012-09-30,2013-10-01
411,RTR_02_08_4,SNR_02_08,70,40,1268,2012-09-30,2013-10-01
629,RTR_02_08_4,SNR_02_08,30,50,1273,2012-09-30,2013-10-01
817,RTR_02_08_4,SNR_02_08,70,40,1267,2012-09-30,2013-10-01
177,RTR_02_08_5,SNR_02_08,70,40,1279,2012-09-30,2013-10-01
257,RTR_02_08_5,SNR_02_08,30,30,1277,2012-09-30,2013-10-01
461,RTR_02_08_5,SNR_02_08,60,30,1278,2012-09-30,2013-10-01
528,RTR_02_08_5,SNR_02_08,30,70,1280,2012-09-30,2013-10-01
695,RTR_02_08_5,SNR_02_08,60,50,1275,2012-09-30,2013-10-01
783,RTR_02_08_5,SNR_02_08,30,30,1276,2012-09-30,2013-10-01
928,RTR_02_08_5,SNR_02_08,40,40,1274,2012-09-30,2013-10-01
407,RTR_02_09_1,SNR_02_09,70,30,1285,2012-09-30,2013-10-01
418,RTR_02_09_1,SNR_02_09,40,50,1281,2012-09-30,2013-10-01
521,RTR_02_09_1,SNR_02_09,60,30,1283,2012-09-30,2013-10-01
553,RTR_02_09_1,SNR_02_09,40,40,1286,2012-09-30,2013-10-01
591,RTR_02_09_1,SNR_02_09,70,70,1282,2012-09-30,2013-10-01
671,RTR_02_09_1,SNR_02_09,30,60,1287,2012-09-30,2013-10-01
914,RTR_02_09_1,SNR_02_09,50,70,1284,2012-09-30,2013-10-01
379,RTR_02_09_2,SNR_02_09,40,30,1294,2012-09-30,2013-10-01
468,RTR_02_09_2,SNR_02_09,30,50,1290,2012-09-30,2013-10-01
560,RTR_02_09_2,SNR_02_09,30,70,1291,2012-09-30,2013-10-01
601,RTR_02_09_2,SNR_02_09,30,50,1292,2012-09-30,2013-10-01
718,RTR_02_09_2,SNR_02_09,30,30,1293,2012-09-30,2013-10-01
854,RTR_02_09_2,SNR_02_09,30,50,1289,2012-09-30,2013-10-01
976,RTR_02_09_2,SNR_02_09,40,40,1288,2012-09-30,2013-10-01
20,RTR_02_09_3,SNR_02_09,30,50,1295,2012-09-30,2013-10-01
248,RTR_02_09_3,SNR_02_09,60,30,1296,2012-09-30,2013-10-01
249,RTR_02_09_3,SNR_02_09,30,40,1299,2012-09-30,2013-10-01
356,RTR_02_09_3,SNR_02_09,50,70,1300,2012-09-30,2013-10-01
731,RTR_02_09_3,SNR_02_09,50,50,1297,2012-09-30,2013-10-01
739,RTR_02_09_3,SNR_02_09,70,70,1301,2012-09-30,2013-10-01
855,RTR_02_09_3,SNR_02_09,40,40,1298,2012-09-30,2013-10-01
87,RTR_02_09_4,SNR_02_09,40,70,1307,2012-09-30,2013-10-01
122,RTR_02_09_4,SNR_02_09,30,60,1306,2012-09-30,2013-10-01
147,RTR_02_09_4,SNR_02_09,50,40,1305,2012-09-30,2013-10-01
278,RTR_02_09_4,SNR_02_09,40,50,1308,2012-09-30,2013-10-01
546,RTR_02_09_4,SNR_02_09,50,30,1302,2012-09-30,2013-10-01
766,RTR_02_09_4,SNR_02_09,30,30,1304,2012-09-30,2013-10-01
906,RTR_02_09_4,SNR_02_09,40,40,1303,2012-09-30,2013-10-01
6,RTR_02_09_5,SNR_02_09,30,30,1310,2012-09-30,2013-10-01
203,RTR_02_09_5,SNR_02_09,30,50,1313,2012-09-30,2013-10-01
303,RTR_02_09_5,SNR_02_09,30,70,1312,2012-09-30,2013-10-01
355,RTR_02_09_5,SNR_02_09,60,40,1311,2012-09-30,2013-10-01
615,RTR_02_09_5,SNR_02_09,50,30,1315,2012-09-30,2013-10-01
742,RTR_02_09_5,SNR_02_09,50,40,1314,2012-09-30,2013-10-01
988,RTR_02_09_5,SNR_02_09,30,50,1309,2012-09-30,2013-10-01
71,RTR_02_10_1,SNR_02_10,60,50,1320,2012-09-30,2013-10-01
118,RTR_02_10_1,SNR_02_10,70,60,1318,2012-09-30,2013-10-01
200,RTR_02_10_1,SNR_02_10,30,40,1317,2012-09-30,2013-10-01
490,RTR_02_10_1,SNR_02_10,40,60,1322,2012-09-30,2013-10-01
812,RTR_02_10_1,SNR_02_10,60,40,1316,2012-09-30,2013-10-01
894,RTR_02_10_1,SNR_02_10,70,60,1319,2012-09-30,2013-10-01
968,RTR_02_10_1,SNR_02_10,70,50,1321,2012-09-30,2013-10-01
70,RTR_02_10_2,SNR_02_10,70,40,1325,2012-09-30,2013-10-01
119,RTR_02_10_2,SNR_02_10,40,40,1329,2012-09-30,2013-10-01
365,RTR_02_10_2,SNR_02_10,70,50,1328,2012-09-30,2013-10-01
428,RTR_02_10_2,SNR_02_10,50,30,1323,2012-09-30,2013-10-01
599,RTR_02_10_2,SNR_02_10,40,40,1324,2012-09-30,2013-10-01
861,RTR_02_10_2,SNR_02_10,70,50,1326,2012-09-30,2013-10-01
868,RTR_02_10_2,SNR_02_10,60,30,1327,2012-09-30,2013-10-01
475,RTR_02_10_3,SNR_02_10,40,40,1330,2012-09-30,2013-10-01
479,RTR_02_10_3,SNR_02_10,60,70,1331,2012-09-30,2013-10-01
548,RTR_02_10_3,SNR_02_10,70,70,1336,2012-09-30,2013-10-01
589,RTR_02_10_3,SNR_02_10,70,40,1334,2012-09-30,2013-10-01
751,RTR_02_10_3,SNR_02_10,50,70,1333,2012-09-30,2013-10-01
784,RTR_02_10_3,SNR_02_10,60,50,1332,2012-09-30,2013-10-01
953,RTR_02_10_3,SNR_02_10,70,40,1335,2012-09-30,2013-10-01
123,RTR_02_10_4,SNR_02_10,50,30,1338,2012-09-30,2013-10-01
368,RTR_02_10_4,SNR_02_10,30,40,1341,2012-09-30,2013-10-01
400,RTR_02_10_4,SNR_02_10,60,50,1342,2012-09-30,2013-10-01
662,RTR_02_10_4,SNR_02_10,60,40,1339,2012-09-30,2013-10-01
735,RTR_02_10_4,SNR_02_10,60,70,1340,2012-09-30,2013-10-01
918,RTR_02_10_4,SNR_02_10,60,30,1337,2012-09-30,2013-10-01
925,RTR_02_10_4,SNR_02_10,30,30,1343,2012-09-30,2013-10-01
298,RTR_02_10_5,SNR_02_10,50,40,1346,2012-09-30,2013-10-01
366,RTR_02_10_5,SNR_02_10,70,50,1349,2012-09-30,2013-10-01
483,RTR_02_10_5,SNR_02_10,50,30,1345,2012-09-30,2013-10-01
569,RTR_02_10_5,SNR_02_10,40,50,1348,2012-09-30,2013-10-01
691,RTR_02_10_5,SNR_02_10,40,60,1347,2012-09-30,2013-10-01
805,RTR_02_10_5,SNR_02_10,50,60,1344,2012-09-30,2013-10-01
871,RTR_02_10_5,SNR_02_10,60,30,1350,2012-09-30,2013-10-01
22,RTR_02_11_1,SNR_02_11,60,60,1355,2012-09-30,2013-10-01
143,RTR_02_11_1,SNR_02_11,30,40,1353,2012-09-30,2013-10-01
253,RTR_02_11_1,SNR_02_11,30,30,1351,2012-09-30,2013-10-01
401,RTR_02_11_1,SNR_02_11,70,40,1356,2012-09-30,2013-10-01
748,RTR_02_11_1,SNR_02_11,60,50,1357,2012-09-30,2013-10-01
754,RTR_02_11_1,SNR_02_11,60,70,1352,2012-09-30,2013-10-01
807,RTR_02_11_1,SNR_02_11,40,50,1354,2012-09-30,2013-10-01
14,RTR_02_11_2,SNR_02_11,40,50,1364,2012-09-30,2013-10-01
317,RTR_02_11_2,SNR_02_11,50,60,1363,2012-09-30,2013-10-01
337,RTR_02_11_2,SNR_02_11,70,60,1362,2012-09-30,2013-10-01
647,RTR_02_11_2,SNR_02_11,30,60,1359,2012-09-30,2013-10-01
844,RTR_02_11_2,SNR_02_11,50,40,1361,2012-09-30,2013-10-01
902,RTR_02_11_2,SNR_02_11,60,70,1360,2012-09-30,2013-10-01
972,RTR_02_11_2,SNR_02_11,40,70,1358,2012-09-30,2013-10-01
49,RTR_02_11_3,SNR_02_11,60,70,1367,2012-09-30,2013-10-01
151,RTR_02_11_3,SNR_02_11,50,70,1366,2012-09-30,2013-10-01
199,RTR_02_11_3,SNR_02_11,50,60,1370,2012-09-30,2013-10-01
456,RTR_02_11_3,SNR_02_11,40,70,1368,2012-09-30,2013-10-01
477,RTR_02_11_3,SNR_02_11,30,50,1369,2012-09-30,2013-10-01
823,RTR_02_11_3,SNR_02_11,70,40,1365,2012-09-30,2013-10-01
997,RTR_02_11_3,SNR_02_11,70,60,1371,2012-09-30,2013-10-01
109,RTR_02_11_4,SNR_02_11,50,50,1373,2012-09-30,2013-10-01
166,RTR_02_11_4,SNR_02_11,40,50,1378,2012-09-30,2013-10-01
285,RTR_02_11_4,SNR_02_11,30,50,1374,2012-09-30,2013-10-01
342,RTR_02_11_4,SNR_02_11,50,30,1377,2012-09-30,2013-10-01
505,RTR_02_11_4,SNR_02_11,60,40,1376,2012-09-30,2013-10-01
585,RTR_02_11_4,SNR_02_11,60,50,1372,2012-09-30,2013-10-01
909,RTR_02_11_4,SNR_02_11,70,60,1375,2012-09-30,2013-10-01
68,RTR_02_11_5,SNR_02_11,30,70,1384,2012-09-30,2013-10-01
76,RTR_02_11_5,SNR_02_11,40,30,1379,2012-09-30,2013-10-01
364,RTR_02_11_5,SNR_02_11,50,50,1383,2012-09-30,2013-10-01
541,RTR_02_11_5,SNR_02_11,50,50,1382,2012-09-30,2013-10-01
570,RTR_02_11_5,SNR_02_11,30,50,1385,2012-09-30,2013-10-01
574,RTR_02_11_5,SNR_02_11,60,50,1380,2012-09-30,2013-10-01
1000,RTR_02_11_5,SNR_02_11,50,40,1381,2012-09-30,2013-10-01
1,RTR_02_12_1,SNR_02_12,40,60,1388,2012-09-30,2013-10-01
198,RTR_02_12_1,SNR_02_12,40,30,1389,2012-09-30,2013-10-01
442,RTR_02_12_1,SNR_02_12,40,50,1386,2012-09-30,2013-10-01
458,RTR_02_12_1,SNR_02_12,60,70,1392,2012-09-30,2013-10-01
705,RTR_02_12_1,SNR_02_12,40,70,1387,2012-09-30,2013-10-01
737,RTR_02_12_1,SNR_02_12,50,70,1391,2012-09-30,2013-10-01
847,RTR_02_12_1,SNR_02_12,50,50,1390,2012-09-30,2013-10-01
245,RTR_02_12_2,SNR_02_12,70,60,1396,2012-09-30,2013-10-01
393,RTR_02_12_2,SNR_02_12,70,60,1395,2012-09-30,2013-10-01
538,RTR_02_12_2,SNR_02_12,50,70,1398,2012-09-30,2013-10-01
696,RTR_02_12_2,SNR_02_12,70,30,1399,2012-09-30,2013-10-01
704,RTR_02_12_2,SNR_02_12,50,60,1394,2012-09-30,2013-10-01
758,RTR_02_12_2,SNR_02_12,30,60,1397,2012-09-30,2013-10-01
826,RTR_02_12_2,SNR_02_12,40,60,1393,2012-09-30,2013-10-01
152,RTR_02_12_3,SNR_02_12,70,30,1405,2012-09-30,2013-10-01
558,RTR_02_12_3,SNR_02_12,50,30,1401,2012-09-30,2013-10-01
660,RTR_02_12_3,SNR_02_12,70,40,1403,2012-09-30,2013-10-01
687,RTR_02_12_3,SNR_02_12,50,30,1404,2012-09-30,2013-10-01
741,RTR_02_12_3,SNR_02_12,60,50,1402,2012-09-30,2013-10-01
933,RTR_02_12_3,SNR_02_12,30,30,1400,2012-09-30,2013-10-01
995,RTR_02_12_3,SNR_02_12,30,40,1406,2012-09-30,2013-10-01
31,RTR_02_12_4,SNR_02_12,30,50,1413,2012-09-30,2013-10-01
72,RTR_02_12_4,SNR_02_12,40,50,1412,2012-09-30,2013-10-01
159,RTR_02_12_4,SNR_02_12,60,60,1408,2012-09-30,2013-10-01
348,RTR_02_12_4,SNR_02_12,70,30,1407,2012-09-30,2013-10-01
503,RTR_02_12_4,SNR_02_12,40,60,1411,2012-09-30,2013-10-01
545,RTR_02_12_4,SNR_02_12,30,50,1410,2012-09-30,2013-10-01
554,RTR_02_12_4,SNR_02_12,60,30,1409,2012-09-30,2013-10-01
10,RTR_02_12_5,SNR_02_12,30,40,1418,2012-09-30,2013-10-01
398,RTR_02_12_5,SNR_02_12,70,60,1419,2012-09-30,2013-10-01
403,RTR_02_12_5,SNR_02_12,30,50,1420,2012-09-30,2013-10-01
459,RTR_02_12_5,SNR_02_12,30,40,1417,2012-09-30,2013-10-01
634,RTR_02_12_5,SNR_02_12,30,70,1415,2012-09-30,2013-10-01
765,RTR_02_12_5,SNR_02_12,30,60,1414,2012-09-30,2013-10-01
917,RTR_02_12_5,SNR_02_12,60,30,1416,2012-09-30,2013-10-01
29,RTR_02_13_1,SNR_02_13,30,40,1424,2012-09-30,2013-10-01
160,RTR_02_13_1,SNR_02_13,70,50,1425,2012-09-30,2013-10-01
291,RTR_02_13_1,SNR_02_13,70,50,1427,2012-09-30,2013-10-01
610,RTR_02_13_1,SNR_02_13,30,60,1422,2012-09-30,2013-10-01
650,RTR_02_13_1,SNR_02_13,60,60,1426,2012-09-30,2013-10-01
799,RTR_02_13_1,SNR_02_13,40,70,1421,2012-09-30,2013-10-01
984,RTR_02_13_1,SNR_02_13,60,30,1423,2012-09-30,2013-10-01
128,RTR_02_13_2,SNR_02_13,50,70,1433,2012-09-30,2013-10-01
523,RTR_02_13_2,SNR_02_13,30,30,1430,2012-09-30,2013-10-01
676,RTR_02_13_2,SNR_02_13,50,60,1428,2012-09-30,2013-10-01
693,RTR_02_13_2,SNR_02_13,30,30,1432,2012-09-30,2013-10-01
845,RTR_02_13_2,SNR_02_13,70,40,1431,2012-09-30,2013-10-01
883,RTR_02_13_2,SNR_02_13,30,30,1434,2012-09-30,2013-10-01
979,RTR_02_13_2,SNR_02_13,40,70,1429,2012-09-30,2013-10-01
226,RTR_02_13_3,SNR_02_13,40,70,1436,2012-09-30,2013-10-01
302,RTR_02_13_3,SNR_02_13,70,60,1438,2012-09-30,2013-10-01
618,RTR_02_13_3,SNR_02_13,50,70,1435,2012-09-30,2013-10-01
664,RTR_02_13_3,SNR_02_13,70,40,1437,2012-09-30,2013-10-01
899,RTR_02_13_3,SNR_02_13,50,50,1439,2012-09-30,2013-10-01
936,RTR_02_13_3,SNR_02_13,70,60,1440,2012-09-30,2013-10-01
954,RTR_02_13_3,SNR_02_13,60,70,1441,2012-09-30,2013-10-01
108,RTR_02_13_4,SNR_02_13,70,40,1445,2012-09-30,2013-10-01
162,RTR_02_13_4,SNR_02_13,70,40,1443,2012-09-30,2013-10-01
287,RTR_02_13_4,SNR_02_13,50,70,1442,2012-09-30,2013-10-01
491,RTR_02_13_4,SNR_02_13,30,70,1448,2012-09-30,2013-10-01
550,RTR_02_13_4,SNR_02_13,30,50,1444,2012-09-30,2013-10-01
567,RTR_02_13_4,SNR_02_13,40,60,1447,2012-09-30,2013-10-01
603,RTR_02_13_4,SNR_02_13,60,30,1446,2012-09-30,2013-10-01
114,RTR_02_13_5,SNR_02_13,30,30,1452,2012-09-30,2013-10-01
126,RTR_02_13_5,SNR_02_13,60,30,1451,2012-09-30,2013-10-01
332,RTR_02_13_5,SNR_02_13,50,50,1454,2012-09-30,2013-10-01
457,RTR_02_13_5,SNR_02_13,30,70,1449,2012-09-30,2013-10-01
472,RTR_02_13_5,SNR_02_13,50,70,1453,2012-09-30,2013-10-01
568,RTR_02_13_5,SNR_02_13,40,70,1450,2012-09-30,2013-10-01
801,RTR_02_13_5,SNR_02_13,50,50,1455,2012-09-30,2013-10-01
211,RTR_02_14_1,SNR_02_14,60,50,1456,2012-09-30,2013-10-01
262,RTR_02_14_1,SNR_02_14,40,30,1458,2012-09-30,2013-10-01
584,RTR_02_14_1,SNR_02_14,30,50,1459,2012-09-30,2013-10-01
592,RTR_02_14_1,SNR_02_14,40,70,1460,2012-09-30,2013-10-01
637,RTR_02_14_1,SNR_02_14,60,40,1462,2012-09-30,2013-10-01
796,RTR_02_14_1,SNR_02_14,60,50,1461,2012-09-30,2013-10-01
827,RTR_02_14_1,SNR_02_14,60,70,1457,2012-09-30,2013-10-01
220,RTR_02_14_2,SNR_02_14,60,70,1465,2012-09-30,2013-10-01
296,RTR_02_14_2,SNR_02_14,50,30,1469,2012-09-30,2013-10-01
305,RTR_02_14_2,SNR_02_14,70,30,1463,2012-09-30,2013-10-01
412,RTR_02_14_2,SNR_02_14,30,40,1468,2012-09-30,2013-10-01
559,RTR_02_14_2,SNR_02_14,60,70,1464,2012-09-30,2013-10-01
772,RTR_02_14_2,SNR_02_14,40,70,1466,2012-09-30,2013-10-01
834,RTR_02_14_2,SNR_02_14,50,60,1467,2012-09-30,2013-10-01
223,RTR_02_14_3,SNR_02_14,60,70,1470,2012-09-30,2013-10-01
264,RTR_02_14_3,SNR_02_14,70,30,1472,2012-09-30,2013-10-01
531,RTR_02_14_3,SNR_02_14,30,30,1474,2012-09-30,2013-10-01
866,RTR_02_14_3,SNR_02_14,70,30,1471,2012-09-30,2013-10-01
897,RTR_02_14_3,SNR_02_14,30,50,1475,2012-09-30,2013-10-01
958,RTR_02_14_3,SNR_02_14,70,30,1476,2012-09-30,2013-10-01
989,RTR_02_14_3,SNR_02_14,50,70,1473,2012-09-30,2013-10-01
12,RTR_02_14_4,SNR_02_14,30,50,1477,2012-09-30,2013-10-01
360,RTR_02_14_4,SNR_02_14,40,60,1478,2012-09-30,2013-10-01
377,RTR_02_14_4,SNR_02_14,70,30,1481,2012-09-30,2013-10-01
489,RTR_02_14_4,SNR_02_14,30,70,1483,2012-09-30,2013-10-01
806,RTR_02_14_4,SNR_02_14,70,50,1480,2012-09-30,2013-10-01
924,RTR_02_14_4,SNR_02_14,30,60,1482,2012-09-30,2013-10-01
991,RTR_02_14_4,SNR_02_14,70,60,1479,2012-09-30,2013-10-01
184,RTR_02_14_5,SNR_02_14,60,40,1486,2012-09-30,2013-10-01
207,RTR_02_14_5,SNR_02_14,50,60,1487,2012-09-30,2013-10-01
273,RTR_02_14_5,SNR_02_14,40,50,1485,2012-09-30,2013-10-01
288,RTR_02_14_5,SNR_02_14,30,50,1489,2012-09-30,2013-10-01
471,RTR_02_14_5,SNR_02_14,70,60,1488,2012-09-30,2013-10-01
547,RTR_02_14_5,SNR_02_14,60,70,1484,2012-09-30,2013-10-01
738,RTR_02_14_5,SNR_02_14,50,30,1490,2012-09-30,2013-10-01
82,RTR_02_15_1,SNR_02_15,30,50,1496,2012-09-30,2013-10-01
138,RTR_02_15_1,SNR_02_15,30,70,1495,2012-09-30,2013-10-01
435,RTR_02_15_1,SNR_02_15,40,40,1497,2012-09-30,2013-10-01
682,RTR_02_15_1,SNR_02_15,30,50,1493,2012-09-30,2013-10-01
726,RTR_02_15_1,SNR_02_15,30,60,1494,2012-09-30,2013-10-01
740,RTR_02_15_1,SNR_02_15,50,40,1491,2012-09-30,2013-10-01
939,RTR_02_15_1,SNR_02_15,30,50,1492,2012-09-30,2013-10-01
327,RTR_02_15_2,SNR_02_15,60,50,1502,2012-09-30,2013-10-01
369,RTR_02_15_2,SNR_02_15,50,40,1501,2012-09-30,2013-10-01
604,RTR_02_15_2,SNR_02_15,50,70,1498,2012-09-30,2013-10-01
684,RTR_02_15_2,SNR_02_15,70,40,1499,2012-09-30,2013-10-01
759,RTR_02_15_2,SNR_02_15,60,40,1503,2012-09-30,2013-10-01
795,RTR_02_15_2,SNR_02_15,50,30,1504,2012-09-30,2013-10-01
863,RTR_02_15_2,SNR_02_15,30,60,1500,2012-09-30,2013-10-01
103,RTR_02_15_3,SNR_02_15,30,40,1511,2012-09-30,2013-10-01
212,RTR_02_15_3,SNR_02_15,50,70,1509,2012-09-30,2013-10-01
381,RTR_02_15_3,SNR_02_15,40,70,1510,2012-09-30,2013-10-01
384,RTR_02_15_3,SNR_02_15,60,60,1506,2012-09-30,2013-10-01
781,RTR_02_15_3,SNR_02_15,40,50,1508,2012-09-30,2013-10-01
786,RTR_02_15_3,SNR_02_15,60,30,1507,2012-09-30,2013-10-01
870,RTR_02_15_3,SNR_02_15,60,30,1505,2012-09-30,2013-10-01
38,RTR_02_15_4,SNR_02_15,30,40,1513,2012-09-30,2013-10-01
85,RTR_02_15_4,SNR_02_15,40,50,1518,2012-09-30,2013-10-01
107,RTR_02_15_4,SNR_02_15,60,50,1514,2012-09-30,2013-10-01
496,RTR_02_15_4,SNR_02_15,50,40,1516,2012-09-30,2013-10-01
622,RTR_02_15_4,SNR_02_15,30,60,1512,2012-09-30,2013-10-01
699,RTR_02_15_4,SNR_02_15,30,30,1515,2012-09-30,2013-10-01
706,RTR_02_15_4,SNR_02_15,30,60,1517,2012-09-30,2013-10-01
140,RTR_02_15_5,SNR_02_15,70,70,1522,2012-09-30,2013-10-01
242,RTR_02_15_5,SNR_02_15,40,50,1523,2012-09-30,2013-10-01
493,RTR_02_15_5,SNR_02_15,30,40,1520,2012-09-30,2013-10-01
688,RTR_02_15_5,SNR_02_15,30,40,1521,2012-09-30,2013-10-01
760,RTR_02_15_5,SNR_02_15,40,40,1525,2012-09-30,2013-10-01
877,RTR_02_15_5,SNR_02_15,40,30,1519,2012-09-30,2013-10-01
892,RTR_02_15_5,SNR_02_15,50,70,1524,2012-09-30,2013-10-01
173,RTR_02_16_1,SNR_02_16,30,70,1531,2012-09-30,2013-10-01
189,RTR_02_16_1,SNR_02_16,50,40,1529,2012-09-30,2013-10-01
387,RTR_02_16_1,SNR_02_16,70,60,1532,2012-09-30,2013-10-01
514,RTR_02_16_1,SNR_02_16,70,30,1528,2012-09-30,2013-10-01
516,RTR_02_16_1,SNR_02_16,50,50,1530,2012-09-30,2013-10-01
638,RTR_02_16_1,SNR_02_16,40,70,1527,2012-09-30,2013-10-01
896,RTR_02_16_1,SNR_02_16,40,30,1526,2012-09-30,2013-10-01
201,RTR_02_16_2,SNR_02_16,40,30,1534,2012-09-30,2013-10-01
252,RTR_02_16_2,SNR_02_16,50,30,1535,2012-09-30,2013-10-01
309,RTR_02_16_2,SNR_02_16,70,30,1538,2012-09-30,2013-10-01
452,RTR_02_16_2,SNR_02_16,60,50,1533,2012-09-30,2013-10-01
502,RTR_02_16_2,SNR_02_16,70,50,1536,2012-09-30,2013-10-01
644,RTR_02_16_2,SNR_02_16,50,40,1537,2012-09-30,2013-10-01
653,RTR_02_16_2,SNR_02_16,30,30,1539,2012-09-30,2013-10-01
195,RTR_02_16_3,SNR_02_16,60,50,1544,2012-09-30,2013-10-01
197,RTR_02_16_3,SNR_02_16,30,50,1543,2012-09-30,2013-10-01
290,RTR_02_16_3,SNR_02_16,40,70,1541,2012-09-30,2013-10-01
420,RTR_02_16_3,SNR_02_16,70,50,1546,2012-09-30,2013-10-01
849,RTR_02_16_3,SNR_02_16,40,60,1542,2012-09-30,2013-10-01
880,RTR_02_16_3,SNR_02_16,40,70,1545,2012-09-30,2013-10-01
888,RTR_02_16_3,SNR_02_16,60,70,1540,2012-09-30,2013-10-01
92,RTR_02_16_4,SNR_02_16,40,60,1549,2012-09-30,2013-10-01
176,RTR_02_16_4,SNR_02_16,40,70,1548,2012-09-30,2013-10-01
228,RTR_02_16_4,SNR_02_16,50,50,1551,2012-09-30,2013-10-01
320,RTR_02_16_4,SNR_02_16,70,70,1552,2012-09-30,2013-10-01
397,RTR_02_16_4,SNR_02_16,60,60,1547,2012-09-30,2013-10-01
485,RTR_02_16_4,SNR_02_16,30,40,1553,2012-09-30,2013-10-01
666,RTR_02_16_4,SNR_02_16,30,40,1550,2012-09-30,2013-10-01
168,RTR_02_16_5,SNR_02_16,60,30,1556,2012-09-30,2013-10-01
222,RTR_02_16_5,SNR_02_16,50,60,1557,2012-09-30,2013-10-01
236,RTR_02_16_5,SNR_02_16,40,50,1554,2012-09-30,2013-10-01
573,RTR_02_16_5,SNR_02_16,50,30,1558,2012-09-30,2013-10-01
624,RTR_02_16_5,SNR_02_16,50,70,1555,2012-09-30,2013-10-01
625,RTR_02_16_5,SNR_02_16,30,60,1560,2012-09-30,2013-10-01
732,RTR_02_16_5,SNR_02_16,40,50,1559,2012-09-30,2013-10-01
209,RTR_02_17_1,SNR_02_17,50,60,1567,2012-09-30,2013-10-01
235,RTR_02_17_1,SNR_02_17,50,70,1562,2012-09-30,2013-10-01
279,RTR_02_17_1,SNR_02_17,40,60,1565,2012-09-30,2013-10-01
711,RTR_02_17_1,SNR_02_17,40,30,1566,2012-09-30,2013-10-01
809,RTR_02_17_1,SNR_02_17,40,50,1561,2012-09-30,2013-10-01
848,RTR_02_17_1,SNR_02_17,40,50,1564,2012-09-30,2013-10-01
994,RTR_02_17_1,SNR_02_17,30,30,1563,2012-09-30,2013-10-01
105,RTR_02_17_2,SNR_02_17,40,60,1572,2012-09-30,2013-10-01
462,RTR_02_17_2,SNR_02_17,50,50,1573,2012-09-30,2013-10-01
602,RTR_02_17_2,SNR_02_17,60,40,1570,2012-09-30,2013-10-01
609,RTR_02_17_2,SNR_02_17,70,60,1568,2012-09-30,2013-10-01
887,RTR_02_17_2,SNR_02_17,30,60,1574,2012-09-30,2013-10-01
967,RTR_02_17_2,SNR_02_17,50,60,1569,2012-09-30,2013-10-01
996,RTR_02_17_2,SNR_02_17,50,60,1571,2012-09-30,2013-10-01
256,RTR_02_17_3,SNR_02_17,40,70,1579,2012-09-30,2013-10-01
308,RTR_02_17_3,SNR_02_17,40,60,1580,2012-09-30,2013-10-01
416,RTR_02_17_3,SNR_02_17,70,30,1575,2012-09-30,2013-10-01
557,RTR_02_17_3,SNR_02_17,40,30,1581,2012-09-30,2013-10-01
860,RTR_02_17_3,SNR_02_17,50,40,1578,2012-09-30,2013-10-01
919,RTR_02_17_3,SNR_02_17,40,30,1576,2012-09-30,2013-10-01
986,RTR_02_17_3,SNR_02_17,30,70,1577,2012-09-30,2013-10-01
30,RTR_02_17_4,SNR_02_17,60,30,1585,2012-09-30,2013-10-01
186,RTR_02_17_4,SNR_02_17,60,40,1583,2012-09-30,2013-10-01
333,RTR_02_17_4,SNR_02_17,60,30,1582,2012-09-30,2013-10-01
476,RTR_02_17_4,SNR_02_17,60,60,1584,2012-09-30,2013-10-01
631,RTR_02_17_4,SNR_02_17,40,40,1587,2012-09-30,2013-10-01
663,RTR_02_17_4,SNR_02_17,60,70,1586,2012-09-30,2013-10-01
872,RTR_02_17_4,SNR_02_17,70,30,1588,2012-09-30,2013-10-01
8,RTR_02_17_5,SNR_02_17,30,70,1594,2012-09-30,2013-10-01
98,RTR_02_17_5,SNR_02_17,50,40,1591,2012-09-30,2013-10-01
239,RTR_02_17_5,SNR_02_17,30,50,1595,2012-09-30,2013-10-01
268,RTR_02_17_5,SNR_02_17,30,50,1590,2012-09-30,2013-10-01
300,RTR_02_17_5,SNR_02_17,40,70,1593,2012-09-30,2013-10-01
820,RTR_02_17_5,SNR_02_17,60,60,1589,2012-09-30,2013-10-01
960,RTR_02_17_5,SNR_02_17,70,30,1592,2012-09-30,2013-10-01
39,RTR_02_18_1,SNR_02_18,30,60,1596,2012-09-30,2013-10-01
205,RTR_02_18_1,SNR_02_18,60,50,1599,2012-09-30,2013-10-01
714,RTR_02_18_1,SNR_02_18,70,60,1598,2012-09-30,2013-10-01
717,RTR_02_18_1,SNR_02_18,50,60,1602,2012-09-30,2013-10-01
746,RTR_02_18_1,SNR_02_18,60,70,1597,2012-09-30,2013-10-01
769,RTR_02_18_1,SNR_02_18,70,40,1601,2012-09-30,2013-10-01
935,RTR_02_18_1,SNR_02_18,70,60,1600,2012-09-30,2013-10-01
95,RTR_02_18_2,SNR_02_18,40,40,1603,2012-09-30,2013-10-01
389,RTR_02_18_2,SNR_02_18,40,60,1606,2012-09-30,2013-10-01
444,RTR_02_18_2,SNR_02_18,30,40,1605,2012-09-30,2013-10-01
