snpsht_dt,pid_pde,rater,snr_rater,rater_box,snr_rater_box
2014-01-01,00264,RTR_SNR_02_03_2,SNR_02_03,35,46
2014-04-01,00264,RTR_SNR_02_03_2,SNR_02_03,23,5
2014-07-01,00264,RTR_SNR_02_03_2,SNR_02_03,50,50
2014-10-01,00264,RTR_SNR_03_19_2,SNR_03_19,30,20
2015-01-01,00264,RTR_SNR_03_19_2,SNR_03_19,50,50
2015-04-01,00264,RTR_SNR_03_19_2,SNR_03_19,7,31
2015-07-01,00264,RTR_SNR_03_19_2,SNR_03_19,16,36
2015-10-01,00264,RTR_SNR_04_26_2,SNR_04_26,14,50
2016-01-01,00264,RTR_SNR_04_26_2,SNR_04_26,16,49
2016-04-01,00264,RTR_SNR_04_26_2,SNR_04_26,50,41
2016-07-01,00264,RTR_SNR_04_26_2,SNR_04_26,38,47
2016-10-01,00264,RTR_SNR_05_16_4,SNR_05_16,50,50
2017-01-01,00264,RTR_SNR_05_16_4,SNR_05_16,45,41
2017-04-01,00264,RTR_SNR_05_16_4,SNR_05_16,28,4
2017-07-01,00264,RTR_SNR_05_16_4,SNR_05_16,29,10
2012-10-01,00265,RTR_SNR_01_18_2,SNR_01_18,12,20
2013-01-01,00265,RTR_SNR_01_18_2,SNR_01_18,15,45
2013-04-01,00265,RTR_SNR_01_18_2,SNR_01_18,26,37
2013-07-01,00265,RTR_SNR_01_18_2,SNR_01_18,4,48
2013-10-01,00265,RTR_SNR_02_27_4,SNR_02_27,18,50
2014-01-01,00265,RTR_SNR_02_27_4,SNR_02_27,39,23
2014-04-01,00265,RTR_SNR_02_27_4,SNR_02_27,24,36
2014-07-01,00265,RTR_SNR_02_27_4,SNR_02_27,12,37
2014-10-01,00265,RTR_SNR_03_26_2,SNR_03_26,33,44
2015-01-01,00265,RTR_SNR_03_26_2,SNR_03_26,41,41
2015-04-01,00265,RTR_SNR_03_26_2,SNR_03_26,38,48
2015-07-01,00265,RTR_SNR_03_26_2,SNR_03_26,42,27
2015-10-01,00265,RTR_SNR_04_23_3,SNR_04_23,18,17
2016-01-01,00265,RTR_SNR_04_23_3,SNR_04_23,50,17
2016-04-01,00265,RTR_SNR_04_23_3,SNR_04_23,50,50
2016-07-01,00265,RTR_SNR_04_23_3,SNR_04_23,41,38
2016-10-01,00265,RTR_SNR_05_26_5,SNR_05_26,3,1
2017-01-01,00265,RTR_SNR_05_26_5,SNR_05_26,28,50
2017-04-01,00265,RTR_SNR_05_26_5,SNR_05_26,21,12
2017-07-01,00265,RTR_SNR_05_26_5,SNR_05_26,40,9
2012-10-01,00266,RTR_SNR_01_20_2,SNR_01_20,1,14
2013-01-01,00266,RTR_SNR_01_20_2,SNR_01_20,7,25
2013-04-01,00266,RTR_SNR_01_20_2,SNR_01_20,12,11
2013-07-01,00266,RTR_SNR_01_20_2,SNR_01_20,14,34
2013-10-01,00266,RTR_SNR_02_22_1,SNR_02_22,25,43
2014-01-01,00266,RTR_SNR_02_22_1,SNR_02_22,31,35
2014-04-01,00266,RTR_SNR_02_22_1,SNR_02_22,9,50
2014-07-01,00266,RTR_SNR_02_22_1,SNR_02_22,50,47
2014-10-01,00266,RTR_SNR_03_17_1,SNR_03_17,2,19
2015-01-01,00266,RTR_SNR_03_17_1,SNR_03_17,50,50
2015-04-01,00266,RTR_SNR_03_17_1,SNR_03_17,18,3
2015-07-01,00266,RTR_SNR_03_17_1,SNR_03_17,42,29
2015-10-01,00266,RTR_SNR_04_01_3,SNR_04_01,50,50
2016-01-01,00266,RTR_SNR_04_01_3,SNR_04_01,13,50
2016-04-01,00266,RTR_SNR_04_01_3,SNR_04_01,16,38
2016-07-01,00266,RTR_SNR_04_01_3,SNR_04_01,8,50
2016-10-01,00266,RTR_SNR_05_28_2,SNR_05_28,6,5
2017-01-01,00266,RTR_SNR_05_28_2,SNR_05_28,18,50
2017-04-01,00266,RTR_SNR_05_28_2,SNR_05_28,40,36
2017-07-01,00266,RTR_SNR_05_28_2,SNR_05_28,50,50
2012-10-01,00267,RTR_SNR_01_25_1,SNR_01_25,14,8
2013-01-01,00267,RTR_SNR_01_25_1,SNR_01_25,6,24
2013-04-01,00267,RTR_SNR_01_25_1,SNR_01_25,40,50
2013-07-01,00267,RTR_SNR_01_25_1,SNR_01_25,39,50
2013-10-01,00267,RTR_SNR_02_08_3,SNR_02_08,4,43
2014-01-01,00267,RTR_SNR_02_08_3,SNR_02_08,1,25
2014-04-01,00267,RTR_SNR_02_08_3,SNR_02_08,22,13
2014-07-01,00267,RTR_SNR_02_08_3,SNR_02_08,15,19
2014-10-01,00267,RTR_SNR_03_12_1,SNR_03_12,50,40
2015-01-01,00267,RTR_SNR_03_12_1,SNR_03_12,29,17
2015-04-01,00267,RTR_SNR_03_12_1,SNR_03_12,50,50
2015-07-01,00267,RTR_SNR_03_12_1,SNR_03_12,19,25
2015-10-01,00267,RTR_SNR_04_25_5,SNR_04_25,1,50
2016-01-01,00267,RTR_SNR_04_25_5,SNR_04_25,27,30
2016-04-01,00267,RTR_SNR_04_25_5,SNR_04_25,2,30
2016-07-01,00267,RTR_SNR_04_25_5,SNR_04_25,49,4
2016-10-01,00267,RTR_SNR_05_08_3,SNR_05_08,30,44
2017-01-01,00267,RTR_SNR_05_08_3,SNR_05_08,17,28
2017-04-01,00267,RTR_SNR_05_08_3,SNR_05_08,50,7
2017-07-01,00267,RTR_SNR_05_08_3,SNR_05_08,17,18
2012-10-01,00268,RTR_SNR_01_24_5,SNR_01_24,50,46
2013-01-01,00268,RTR_SNR_01_24_5,SNR_01_24,50,9
2013-04-01,00268,RTR_SNR_01_24_5,SNR_01_24,36,50
2013-07-01,00268,RTR_SNR_01_24_5,SNR_01_24,25,40
2013-10-01,00268,RTR_SNR_02_29_2,SNR_02_29,50,42
2014-01-01,00268,RTR_SNR_02_29_2,SNR_02_29,12,50
2014-04-01,00268,RTR_SNR_02_29_2,SNR_02_29,27,13
2014-07-01,00268,RTR_SNR_02_29_2,SNR_02_29,13,12
2014-10-01,00268,RTR_SNR_03_14_2,SNR_03_14,42,32
2015-01-01,00268,RTR_SNR_03_14_2,SNR_03_14,38,1
2015-04-01,00268,RTR_SNR_03_14_2,SNR_03_14,33,47
2015-07-01,00268,RTR_SNR_03_14_2,SNR_03_14,1,38
2015-10-01,00268,RTR_SNR_04_06_2,SNR_04_06,10,43
2016-01-01,00268,RTR_SNR_04_06_2,SNR_04_06,14,17
2016-04-01,00268,RTR_SNR_04_06_2,SNR_04_06,34,32
2016-07-01,00268,RTR_SNR_04_06_2,SNR_04_06,23,43
2016-10-01,00268,RTR_SNR_05_20_1,SNR_05_20,50,49
2017-01-01,00268,RTR_SNR_05_20_1,SNR_05_20,50,42
2017-04-01,00268,RTR_SNR_05_20_1,SNR_05_20,41,34
2017-07-01,00268,RTR_SNR_05_20_1,SNR_05_20,20,50
2012-10-01,00269,RTR_SNR_01_06_3,SNR_01_06,50,20
2013-01-01,00269,RTR_SNR_01_06_3,SNR_01_06,22,39
2013-04-01,00269,RTR_SNR_01_06_3,SNR_01_06,50,50
2013-07-01,00269,RTR_SNR_01_06_3,SNR_01_06,19,9
2013-10-01,00269,RTR_SNR_02_25_5,SNR_02_25,25,20
2014-01-01,00269,RTR_SNR_02_25_5,SNR_02_25,23,28
2014-04-01,00269,RTR_SNR_02_25_5,SNR_02_25,7,11
2014-07-01,00269,RTR_SNR_02_25_5,SNR_02_25,50,46
2014-10-01,00269,RTR_SNR_03_22_5,SNR_03_22,5,15
2015-01-01,00269,RTR_SNR_03_22_5,SNR_03_22,19,28
2015-04-01,00269,RTR_SNR_03_22_5,SNR_03_22,3,26
2015-07-01,00269,RTR_SNR_03_22_5,SNR_03_22,47,5
2015-10-01,00269,RTR_SNR_04_20_2,SNR_04_20,22,31
2016-01-01,00269,RTR_SNR_04_20_2,SNR_04_20,45,11
2016-04-01,00269,RTR_SNR_04_20_2,SNR_04_20,33,11
2016-07-01,00269,RTR_SNR_04_20_2,SNR_04_20,50,14
2016-10-01,00269,RTR_SNR_05_19_3,SNR_05_19,50,13
2017-01-01,00269,RTR_SNR_05_19_3,SNR_05_19,31,40
2017-04-01,00269,RTR_SNR_05_19_3,SNR_05_19,40,42
2017-07-01,00269,RTR_SNR_05_19_3,SNR_05_19,8,50
2012-10-01,00270,RTR_SNR_01_13_5,SNR_01_13,5,41
2013-01-01,00270,RTR_SNR_01_13_5,SNR_01_13,5,16
2013-04-01,00270,RTR_SNR_01_13_5,SNR_01_13,34,50
2013-07-01,00270,RTR_SNR_01_13_5,SNR_01_13,15,33
2013-10-01,00270,RTR_SNR_02_13_4,SNR_02_13,50,10
2014-01-01,00270,RTR_SNR_02_13_4,SNR_02_13,8,44
2014-04-01,00270,RTR_SNR_02_13_4,SNR_02_13,32,21
2014-07-01,00270,RTR_SNR_02_13_4,SNR_02_13,3,34
2014-10-01,00270,RTR_SNR_03_14_4,SNR_03_14,17,48
2015-01-01,00270,RTR_SNR_03_14_4,SNR_03_14,38,44
2015-04-01,00270,RTR_SNR_03_14_4,SNR_03_14,43,2
2015-07-01,00270,RTR_SNR_03_14_4,SNR_03_14,44,44
2015-10-01,00270,RTR_SNR_04_25_3,SNR_04_25,15,50
2016-01-01,00270,RTR_SNR_04_25_3,SNR_04_25,16,13
2016-04-01,00270,RTR_SNR_04_25_3,SNR_04_25,50,50
2016-07-01,00270,RTR_SNR_04_25_3,SNR_04_25,15,12
2016-10-01,00270,RTR_SNR_05_25_3,SNR_05_25,50,11
2017-01-01,00270,RTR_SNR_05_25_3,SNR_05_25,12,13
2017-04-01,00270,RTR_SNR_05_25_3,SNR_05_25,42,48
2017-07-01,00270,RTR_SNR_05_25_3,SNR_05_25,8,3
2012-10-01,00271,RTR_SNR_01_22_5,SNR_01_22,8,17
2013-01-01,00271,RTR_SNR_01_22_5,SNR_01_22,15,50
2013-04-01,00271,RTR_SNR_01_22_5,SNR_01_22,50,16
2013-07-01,00271,RTR_SNR_01_22_5,SNR_01_22,33,25
2013-10-01,00271,RTR_SNR_02_23_3,SNR_02_23,48,36
2014-01-01,00271,RTR_SNR_02_23_3,SNR_02_23,6,18
2014-04-01,00271,RTR_SNR_02_23_3,SNR_02_23,50,35
2014-07-01,00271,RTR_SNR_02_23_3,SNR_02_23,20,44
2014-10-01,00271,RTR_SNR_03_05_4,SNR_03_05,21,34
2015-01-01,00271,RTR_SNR_03_05_4,SNR_03_05,33,41
2015-04-01,00271,RTR_SNR_03_05_4,SNR_03_05,15,13
2015-07-01,00271,RTR_SNR_03_05_4,SNR_03_05,25,38
2015-10-01,00271,RTR_SNR_04_04_4,SNR_04_04,20,14
2016-01-01,00271,RTR_SNR_04_04_4,SNR_04_04,15,27
2016-04-01,00271,RTR_SNR_04_04_4,SNR_04_04,2,30
2016-07-01,00271,RTR_SNR_04_04_4,SNR_04_04,49,35
2016-10-01,00271,RTR_SNR_05_18_2,SNR_05_18,17,12
2017-01-01,00271,RTR_SNR_05_18_2,SNR_05_18,18,42
2017-04-01,00271,RTR_SNR_05_18_2,SNR_05_18,21,32
2017-07-01,00271,RTR_SNR_05_18_2,SNR_05_18,14,21
2012-10-01,00272,RTR_SNR_01_12_2,SNR_01_12,28,50
2013-01-01,00272,RTR_SNR_01_12_2,SNR_01_12,49,19
2013-04-01,00272,RTR_SNR_01_12_2,SNR_01_12,50,50
2013-07-01,00272,RTR_SNR_01_12_2,SNR_01_12,47,10
2013-10-01,00272,RTR_SNR_02_28_2,SNR_02_28,28,50
2014-01-01,00272,RTR_SNR_02_28_2,SNR_02_28,15,50
2014-04-01,00272,RTR_SNR_02_28_2,SNR_02_28,42,32
2014-07-01,00272,RTR_SNR_02_28_2,SNR_02_28,7,50
2014-10-01,00272,RTR_SNR_03_07_4,SNR_03_07,13,49
2015-01-01,00272,RTR_SNR_03_07_4,SNR_03_07,35,36
2015-04-01,00272,RTR_SNR_03_07_4,SNR_03_07,18,12
2015-07-01,00272,RTR_SNR_03_07_4,SNR_03_07,2,48
2015-10-01,00272,RTR_SNR_04_04_5,SNR_04_04,6,35
2016-01-01,00272,RTR_SNR_04_04_5,SNR_04_04,1,44
2016-04-01,00272,RTR_SNR_04_04_5,SNR_04_04,44,6
2016-07-01,00272,RTR_SNR_04_04_5,SNR_04_04,50,7
2016-10-01,00272,RTR_SNR_05_09_3,SNR_05_09,21,50
2017-01-01,00272,RTR_SNR_05_09_3,SNR_05_09,47,48
2017-04-01,00272,RTR_SNR_05_09_3,SNR_05_09,32,44
2017-07-01,00272,RTR_SNR_05_09_3,SNR_05_09,47,50
2012-10-01,00273,RTR_SNR_01_28_1,SNR_01_28,33,50
2013-01-01,00273,RTR_SNR_01_28_1,SNR_01_28,44,30
2013-04-01,00273,RTR_SNR_01_28_1,SNR_01_28,22,22
2013-07-01,00273,RTR_SNR_01_28_1,SNR_01_28,37,32
2013-10-01,00273,RTR_SNR_02_20_4,SNR_02_20,34,36
2014-01-01,00273,RTR_SNR_02_20_4,SNR_02_20,29,36
2014-04-01,00273,RTR_SNR_02_20_4,SNR_02_20,3,50
2014-07-01,00273,RTR_SNR_02_20_4,SNR_02_20,26,18
2014-10-01,00273,RTR_SNR_03_21_2,SNR_03_21,22,1
2015-01-01,00273,RTR_SNR_03_21_2,SNR_03_21,50,50
2015-04-01,00273,RTR_SNR_03_21_2,SNR_03_21,40,29
2015-07-01,00273,RTR_SNR_03_21_2,SNR_03_21,34,50
2015-10-01,00273,RTR_SNR_04_02_4,SNR_04_02,7,42
2016-01-01,00273,RTR_SNR_04_02_4,SNR_04_02,36,49
2016-04-01,00273,RTR_SNR_04_02_4,SNR_04_02,50,9
2016-07-01,00273,RTR_SNR_04_02_4,SNR_04_02,50,11
2016-10-01,00273,RTR_SNR_05_11_1,SNR_05_11,32,1
2017-01-01,00273,RTR_SNR_05_11_1,SNR_05_11,47,25
2017-04-01,00273,RTR_SNR_05_11_1,SNR_05_11,14,24
2017-07-01,00273,RTR_SNR_05_11_1,SNR_05_11,50,38
2012-10-01,00274,RTR_SNR_01_07_5,SNR_01_07,49,16
2013-01-01,00274,RTR_SNR_01_07_5,SNR_01_07,50,14
2013-04-01,00274,RTR_SNR_01_07_5,SNR_01_07,42,50
2013-07-01,00274,RTR_SNR_01_07_5,SNR_01_07,18,42
2013-10-01,00274,RTR_SNR_02_21_2,SNR_02_21,5,50
2014-01-01,00274,RTR_SNR_02_21_2,SNR_02_21,5,38
2014-04-01,00274,RTR_SNR_02_21_2,SNR_02_21,12,3
2014-07-01,00274,RTR_SNR_02_21_2,SNR_02_21,5,50
2014-10-01,00274,RTR_SNR_03_24_2,SNR_03_24,44,14
2015-01-01,00274,RTR_SNR_03_24_2,SNR_03_24,19,50
2015-04-01,00274,RTR_SNR_03_24_2,SNR_03_24,43,34
2015-07-01,00274,RTR_SNR_03_24_2,SNR_03_24,39,11
2015-10-01,00274,RTR_SNR_04_03_3,SNR_04_03,37,50
2016-01-01,00274,RTR_SNR_04_03_3,SNR_04_03,45,16
2016-04-01,00274,RTR_SNR_04_03_3,SNR_04_03,42,26
2016-07-01,00274,RTR_SNR_04_03_3,SNR_04_03,36,50
2016-10-01,00274,RTR_SNR_05_21_3,SNR_05_21,50,50
2017-01-01,00274,RTR_SNR_05_21_3,SNR_05_21,20,16
2017-04-01,00274,RTR_SNR_05_21_3,SNR_05_21,31,45
2017-07-01,00274,RTR_SNR_05_21_3,SNR_05_21,42,26
2012-10-01,00275,RTR_SNR_01_09_1,SNR_01_09,50,50
2013-01-01,00275,RTR_SNR_01_09_1,SNR_01_09,2,18
2013-04-01,00275,RTR_SNR_01_09_1,SNR_01_09,9,50
2013-07-01,00275,RTR_SNR_01_09_1,SNR_01_09,21,41
2013-10-01,00275,RTR_SNR_02_09_5,SNR_02_09,8,9
2014-01-01,00275,RTR_SNR_02_09_5,SNR_02_09,50,1
2014-04-01,00275,RTR_SNR_02_09_5,SNR_02_09,50,28
2014-07-01,00275,RTR_SNR_02_09_5,SNR_02_09,1,38
2014-10-01,00275,RTR_SNR_03_14_3,SNR_03_14,44,17
2015-01-01,00275,RTR_SNR_03_14_3,SNR_03_14,50,34
2015-04-01,00275,RTR_SNR_03_14_3,SNR_03_14,44,50
2015-07-01,00275,RTR_SNR_03_14_3,SNR_03_14,50,11
2015-10-01,00275,RTR_SNR_04_11_3,SNR_04_11,41,42
2016-01-01,00275,RTR_SNR_04_11_3,SNR_04_11,29,50
2016-04-01,00275,RTR_SNR_04_11_3,SNR_04_11,50,17
2016-07-01,00275,RTR_SNR_04_11_3,SNR_04_11,50,6
2016-10-01,00275,RTR_SNR_05_21_3,SNR_05_21,50,18
2017-01-01,00275,RTR_SNR_05_21_3,SNR_05_21,40,27
2017-04-01,00275,RTR_SNR_05_21_3,SNR_05_21,27,38
2017-07-01,00275,RTR_SNR_05_21_3,SNR_05_21,50,34
2012-10-01,00276,RTR_SNR_01_29_1,SNR_01_29,50,50
2013-01-01,00276,RTR_SNR_01_29_1,SNR_01_29,33,17
2013-04-01,00276,RTR_SNR_01_29_1,SNR_01_29,50,50
2013-07-01,00276,RTR_SNR_01_29_1,SNR_01_29,6,50
2013-10-01,00276,RTR_SNR_02_02_1,SNR_02_02,50,45
2014-01-01,00276,RTR_SNR_02_02_1,SNR_02_02,23,40
2014-04-01,00276,RTR_SNR_02_02_1,SNR_02_02,44,38
2014-07-01,00276,RTR_SNR_02_02_1,SNR_02_02,50,42
2014-10-01,00276,RTR_SNR_03_22_5,SNR_03_22,30,50
2015-01-01,00276,RTR_SNR_03_22_5,SNR_03_22,27,42
2015-04-01,00276,RTR_SNR_03_22_5,SNR_03_22,50,50
2015-07-01,00276,RTR_SNR_03_22_5,SNR_03_22,36,21
2015-10-01,00276,RTR_SNR_04_22_5,SNR_04_22,37,50
2016-01-01,00276,RTR_SNR_04_22_5,SNR_04_22,45,11
2016-04-01,00276,RTR_SNR_04_22_5,SNR_04_22,37,50
2016-07-01,00276,RTR_SNR_04_22_5,SNR_04_22,2,45
2016-10-01,00276,RTR_SNR_05_04_4,SNR_05_04,16,50
2017-01-01,00276,RTR_SNR_05_04_4,SNR_05_04,4,50
2017-04-01,00276,RTR_SNR_05_04_4,SNR_05_04,3,45
2017-07-01,00276,RTR_SNR_05_04_4,SNR_05_04,29,4
2012-10-01,00277,RTR_SNR_01_01_3,SNR_01_01,2,50
2013-01-01,00277,RTR_SNR_01_01_3,SNR_01_01,50,30
2013-04-01,00277,RTR_SNR_01_01_3,SNR_01_01,41,48
2013-07-01,00277,RTR_SNR_01_01_3,SNR_01_01,8,40
2013-10-01,00277,RTR_SNR_02_10_5,SNR_02_10,26,26
2014-01-01,00277,RTR_SNR_02_10_5,SNR_02_10,9,8
2014-04-01,00277,RTR_SNR_02_10_5,SNR_02_10,12,10
2014-07-01,00277,RTR_SNR_02_10_5,SNR_02_10,15,41
2014-10-01,00277,RTR_SNR_03_01_2,SNR_03_01,44,42
2015-01-01,00277,RTR_SNR_03_01_2,SNR_03_01,17,50
2015-04-01,00277,RTR_SNR_03_01_2,SNR_03_01,18,50
2015-07-01,00277,RTR_SNR_03_01_2,SNR_03_01,43,50
2015-10-01,00277,RTR_SNR_04_26_3,SNR_04_26,47,9
2016-01-01,00277,RTR_SNR_04_26_3,SNR_04_26,21,25
2016-04-01,00277,RTR_SNR_04_26_3,SNR_04_26,42,50
2016-07-01,00277,RTR_SNR_04_26_3,SNR_04_26,46,49
2016-10-01,00277,RTR_SNR_05_03_5,SNR_05_03,50,5
2017-01-01,00277,RTR_SNR_05_03_5,SNR_05_03,43,21
2017-04-01,00277,RTR_SNR_05_03_5,SNR_05_03,37,50
2017-07-01,00277,RTR_SNR_05_03_5,SNR_05_03,18,18
2012-10-01,00278,RTR_SNR_01_26_3,SNR_01_26,32,2
2013-01-01,00278,RTR_SNR_01_26_3,SNR_01_26,7,35
2013-04-01,00278,RTR_SNR_01_26_3,SNR_01_26,46,3
2013-07-01,00278,RTR_SNR_01_26_3,SNR_01_26,50,23
2013-10-01,00278,RTR_SNR_02_23_1,SNR_02_23,41,50
2014-01-01,00278,RTR_SNR_02_23_1,SNR_02_23,1,46
2014-04-01,00278,RTR_SNR_02_23_1,SNR_02_23,48,29
2014-07-01,00278,RTR_SNR_02_23_1,SNR_02_23,43,15
2014-10-01,00278,RTR_SNR_03_17_2,SNR_03_17,40,6
2015-01-01,00278,RTR_SNR_03_17_2,SNR_03_17,3,43
2015-04-01,00278,RTR_SNR_03_17_2,SNR_03_17,41,50
2015-07-01,00278,RTR_SNR_03_17_2,SNR_03_17,26,50
2015-10-01,00278,RTR_SNR_04_05_5,SNR_04_05,50,21
2016-01-01,00278,RTR_SNR_04_05_5,SNR_04_05,34,50
2016-04-01,00278,RTR_SNR_04_05_5,SNR_04_05,34,42
2016-07-01,00278,RTR_SNR_04_05_5,SNR_04_05,50,41
2016-10-01,00278,RTR_SNR_05_12_1,SNR_05_12,11,17
2017-01-01,00278,RTR_SNR_05_12_1,SNR_05_12,16,3
2017-04-01,00278,RTR_SNR_05_12_1,SNR_05_12,33,34
2017-07-01,00278,RTR_SNR_05_12_1,SNR_05_12,50,18
2012-10-01,00279,RTR_SNR_01_07_3,SNR_01_07,28,50
2013-01-01,00279,RTR_SNR_01_07_3,SNR_01_07,45,34
2013-04-01,00279,RTR_SNR_01_07_3,SNR_01_07,16,5
2013-07-01,00279,RTR_SNR_01_07_3,SNR_01_07,19,50
2013-10-01,00279,RTR_SNR_02_17_5,SNR_02_17,45,46
2014-01-01,00279,RTR_SNR_02_17_5,SNR_02_17,47,10
2014-04-01,00279,RTR_SNR_02_17_5,SNR_02_17,50,1
2014-07-01,00279,RTR_SNR_02_17_5,SNR_02_17,13,24
2014-10-01,00279,RTR_SNR_03_10_3,SNR_03_10,3,8
2015-01-01,00279,RTR_SNR_03_10_3,SNR_03_10,8,50
2015-04-01,00279,RTR_SNR_03_10_3,SNR_03_10,50,49
2015-07-01,00279,RTR_SNR_03_10_3,SNR_03_10,8,34
2015-10-01,00279,RTR_SNR_04_10_5,SNR_04_10,6,50
2016-01-01,00279,RTR_SNR_04_10_5,SNR_04_10,43,7
2016-04-01,00279,RTR_SNR_04_10_5,SNR_04_10,43,3
2016-07-01,00279,RTR_SNR_04_10_5,SNR_04_10,50,28
2016-10-01,00279,RTR_SNR_05_19_1,SNR_05_19,50,10
2017-01-01,00279,RTR_SNR_05_19_1,SNR_05_19,32,3
2017-04-01,00279,RTR_SNR_05_19_1,SNR_05_19,34,11
2017-07-01,00279,RTR_SNR_05_19_1,SNR_05_19,9,43
2012-10-01,00280,RTR_SNR_01_26_3,SNR_01_26,46,50
2013-01-01,00280,RTR_SNR_01_26_3,SNR_01_26,50,7
2013-04-01,00280,RTR_SNR_01_26_3,SNR_01_26,14,50
2013-07-01,00280,RTR_SNR_01_26_3,SNR_01_26,49,48
2013-10-01,00280,RTR_SNR_02_11_3,SNR_02_11,50,23
2014-01-01,00280,RTR_SNR_02_11_3,SNR_02_11,30,41
2014-04-01,00280,RTR_SNR_02_11_3,SNR_02_11,5,45
2014-07-01,00280,RTR_SNR_02_11_3,SNR_02_11,50,25
2014-10-01,00280,RTR_SNR_03_13_4,SNR_03_13,19,34
2015-01-01,00280,RTR_SNR_03_13_4,SNR_03_13,27,38
2015-04-01,00280,RTR_SNR_03_13_4,SNR_03_13,32,2
2015-07-01,00280,RTR_SNR_03_13_4,SNR_03_13,34,20
2015-10-01,00280,RTR_SNR_04_07_5,SNR_04_07,37,22
2016-01-01,00280,RTR_SNR_04_07_5,SNR_04_07,37,9
2016-04-01,00280,RTR_SNR_04_07_5,SNR_04_07,4,14
2016-07-01,00280,RTR_SNR_04_07_5,SNR_04_07,7,27
2016-10-01,00280,RTR_SNR_05_27_1,SNR_05_27,4,17
2017-01-01,00280,RTR_SNR_05_27_1,SNR_05_27,31,38
2017-04-01,00280,RTR_SNR_05_27_1,SNR_05_27,12,3
2017-07-01,00280,RTR_SNR_05_27_1,SNR_05_27,47,38
2012-10-01,00281,RTR_SNR_01_16_4,SNR_01_16,29,7
2013-01-01,00281,RTR_SNR_01_16_4,SNR_01_16,50,18
2013-04-01,00281,RTR_SNR_01_16_4,SNR_01_16,46,32
2013-07-01,00281,RTR_SNR_01_16_4,SNR_01_16,43,23
2013-10-01,00281,RTR_SNR_02_04_1,SNR_02_04,3,13
2014-01-01,00281,RTR_SNR_02_04_1,SNR_02_04,43,32
2014-04-01,00281,RTR_SNR_02_04_1,SNR_02_04,18,37
2014-07-01,00281,RTR_SNR_02_04_1,SNR_02_04,12,6
2014-10-01,00281,RTR_SNR_03_27_1,SNR_03_27,42,50
2015-01-01,00281,RTR_SNR_03_27_1,SNR_03_27,50,8
2015-04-01,00281,RTR_SNR_03_27_1,SNR_03_27,50,17
2015-07-01,00281,RTR_SNR_03_27_1,SNR_03_27,50,50
2015-10-01,00281,RTR_SNR_04_13_1,SNR_04_13,12,30
2016-01-01,00281,RTR_SNR_04_13_1,SNR_04_13,8,29
2016-04-01,00281,RTR_SNR_04_13_1,SNR_04_13,38,16
2016-07-01,00281,RTR_SNR_04_13_1,SNR_04_13,50,14
2016-10-01,00281,RTR_SNR_05_23_5,SNR_05_23,48,34
2017-01-01,00281,RTR_SNR_05_23_5,SNR_05_23,42,32
2017-04-01,00281,RTR_SNR_05_23_5,SNR_05_23,50,16
2017-07-01,00281,RTR_SNR_05_23_5,SNR_05_23,32,4
2012-10-01,00282,RTR_SNR_01_06_5,SNR_01_06,25,17
2013-01-01,00282,RTR_SNR_01_06_5,SNR_01_06,6,32
2013-04-01,00282,RTR_SNR_01_06_5,SNR_01_06,23,46
2013-07-01,00282,RTR_SNR_01_06_5,SNR_01_06,6,32
2013-10-01,00282,RTR_SNR_02_27_1,SNR_02_27,31,44
2014-01-01,00282,RTR_SNR_02_27_1,SNR_02_27,39,20
2014-04-01,00282,RTR_SNR_02_27_1,SNR_02_27,13,31
2014-07-01,00282,RTR_SNR_02_27_1,SNR_02_27,44,50
2014-10-01,00282,RTR_SNR_03_07_4,SNR_03_07,22,35
2015-01-01,00282,RTR_SNR_03_07_4,SNR_03_07,17,42
2015-04-01,00282,RTR_SNR_03_07_4,SNR_03_07,11,49
2015-07-01,00282,RTR_SNR_03_07_4,SNR_03_07,50,35
2015-10-01,00282,RTR_SNR_04_01_3,SNR_04_01,39,34
2016-01-01,00282,RTR_SNR_04_01_3,SNR_04_01,48,14
2016-04-01,00282,RTR_SNR_04_01_3,SNR_04_01,36,13
2016-07-01,00282,RTR_SNR_04_01_3,SNR_04_01,2,8
2016-10-01,00282,RTR_SNR_05_27_5,SNR_05_27,39,10
2017-01-01,00282,RTR_SNR_05_27_5,SNR_05_27,47,50
2017-04-01,00282,RTR_SNR_05_27_5,SNR_05_27,2,50
2017-07-01,00282,RTR_SNR_05_27_5,SNR_05_27,35,9
2012-10-01,00283,RTR_SNR_01_17_1,SNR_01_17,15,46
2013-01-01,00283,RTR_SNR_01_17_1,SNR_01_17,32,11
2013-04-01,00283,RTR_SNR_01_17_1,SNR_01_17,28,35
2013-07-01,00283,RTR_SNR_01_17_1,SNR_01_17,17,50
2013-10-01,00283,RTR_SNR_02_02_2,SNR_02_02,32,36
2014-01-01,00283,RTR_SNR_02_02_2,SNR_02_02,50,50
2014-04-01,00283,RTR_SNR_02_02_2,SNR_02_02,24,30
2014-07-01,00283,RTR_SNR_02_02_2,SNR_02_02,39,17
2014-10-01,00283,RTR_SNR_03_13_3,SNR_03_13,30,1
2015-01-01,00283,RTR_SNR_03_13_3,SNR_03_13,27,2
2015-04-01,00283,RTR_SNR_03_13_3,SNR_03_13,27,20
2015-07-01,00283,RTR_SNR_03_13_3,SNR_03_13,8,50
